producto_id,producto,fecha,cantidad,f_semanal,f_anual,f_festivo,f_promocion,f_shock,choque
14,Anka Chida,2024-11-20,19.0,0.92,0.7514866868230461,1.0,1.0,0.8143724249423167,-0.16158969659204403
14,Anka Chida,2024-11-21,25.0,1.05,0.7478951010221052,1.0,1.0,1.0066330414622067,0.05035893616061766
14,Anka Chida,2024-11-22,21.0,1.45,0.7443781171167496,1.0,1.0,0.8880449839811391,-0.0749850831157913
14,Anka Chida,2024-11-23,49.0,1.7,0.7409367758390999,1.0,1.0,1.242937030428779,0.2612249484168253
14,Anka Chida,2024-11-24,10.0,1.1,0.7375720955374058,1.0,1.0,0.5419196610664857,-0.5688897188229602
14,Anka Chida,2024-11-25,12.0,0.72,0.7342850718747012,1.0,1.0,1.1615353382749796,0.1934904939742039
14,Anka Chida,2024-11-26,12.0,0.8,0.731076677534171,1.0,1.0,0.972155612713493,0.015508404569468226
14,Anka Chida,2024-11-27,17.0,0.92,0.7279478619313188,1.0,1.0,0.8310628185351994,-0.14130209655777792
14,Anka Chida,2024-11-28,28.0,1.05,0.724899550933019,1.0,1.0,1.14308400667987,0.17747767529054315
14,Anka Chida,2024-11-29,43.0,1.45,0.7219326465835388,1.0,1.0,1.3530896095337515,0.34613837377040324
14,Anka Chida,2024-11-30,28.0,1.7,0.719048026837608,1.0,1.0,0.8807559307945628,-0.08322693146240782
14,Anka Chida,2024-12-01,19.0,1.1,0.7162465453006186,1.0,1.0,0.9521180228283195,-0.005318481794886684
14,Anka Chida,2024-12-02,14.0,0.72,0.7135290309760289,1.0,1.0,0.7952264748670482,-0.1853805343292978
14,Anka Chida,2024-12-03,19.0,0.8,0.710896288020048,1.0,1.0,1.1695160872556358,0.20033785913793378
14,Anka Chida,2024-12-04,16.0,0.92,0.7083490955036735,1.0,1.0,1.0402887821599556,0.08324614628328693
14,Anka Chida,2024-12-05,16.0,1.05,0.7058882071821514,1.0,1.0,0.9898809959782768,0.03357724735943223
14,Anka Chida,2024-12-06,41.0,1.45,0.7035143512719277,1.0,1.0,1.163850773867208,0.19548193646657902
14,Anka Chida,2024-12-07,28.0,1.7,0.7012282302351581,1.0,1.0,0.982682604254326,0.026278700760271702
14,Anka Chida,2024-12-08,14.0,1.1,0.6990305205718376,1.25,1.0,0.8054779148733123,-0.17257169813040008
14,Anka Chida,2024-12-09,16.0,0.72,0.6969218726196131,1.0,1.0,0.7907535769754755,-0.19102109676322326
14,Anka Chida,2024-12-10,8.0,0.8,0.6949029103613386,1.0,1.0,0.7350663218783787,-0.2640467534711823
14,Anka Chida,2024-12-11,18.0,0.92,0.6929742312404283,1.0,1.0,0.8722704609329344,-0.09290794502217906
14,Anka Chida,2024-12-12,20.0,1.05,0.6911364059840638,1.0,1.0,0.9367696690718115,-0.021570047866986297
14,Anka Chida,2024-12-13,19.0,1.45,0.6893899784343058,1.0,1.0,0.746081005577385,-0.24917330158779874
14,Anka Chida,2024-12-14,35.0,1.7,0.6877354653871639,1.0,1.0,0.9577808492603087,0.0006115107393658663
14,Anka Chida,2024-12-15,29.0,1.1,0.6861733564396674,1.0,1.0,1.0778292529667786,0.11869686403807456
14,Anka Chida,2024-12-16,14.0,0.72,0.6847041138449854,1.0,1.0,0.7300813714553072,-0.2708514867839593
14,Anka Chida,2024-12-17,16.0,0.8,0.6833281723756397,1.0,1.0,0.7348760210720718,-0.2643056762898667
14,Anka Chida,2024-12-18,9.0,0.92,0.6820459391948479,1.0,1.0,0.9256307364408598,-0.03353210008819105
14,Anka Chida,2024-12-19,23.0,1.05,0.6808577937360372,1.0,2.2804978813094046,0.4075990701601584,-0.8537234623711017
14,Anka Chida,2024-12-20,29.0,1.45,0.6797640875905645,1.3,1.0,0.9571953350273936,0.0
14,Anka Chida,2024-12-21,51.0,1.7,0.6787651444036742,1.3,1.0,1.155589385477934,0.18835830079775537
14,Anka Chida,2024-12-22,17.0,1.1,0.6778612597787266,1.3,1.0,0.5029332755943013,-0.6435499740547919
14,Anka Chida,2024-12-23,24.0,0.72,0.6770527011897244,1.3,1.0,1.110501636675369,0.14855963469050382
14,Anka Chida,2024-12-24,41.0,0.8,0.6763397079021626,2.4699999999999998,1.0,1.2306473700593623,0.25128814457029447
14,Anka Chida,2024-12-25,18.0,0.92,0.6757224909022259,1.7550000000000001,1.0,0.7494305629191506,-0.24469381374793325
14,Anka Chida,2024-12-26,30.0,1.05,0.6752012328343548,1.3,1.0,1.0194408471252694,0.06300208441354338
14,Anka Chida,2024-12-27,24.0,1.45,0.6747760879471978,1.3,1.0,0.7906729514610864,-0.19112306231522225
14,Anka Chida,2024-12-28,34.0,1.7,0.6744471820479666,1.3,1.0,0.7017687520240903,-0.3104035457750137
14,Anka Chida,2024-12-29,26.0,1.1,0.6742146124652088,1.3,1.0,0.8307524001222562,-0.14167568612786782
14,Anka Chida,2024-12-30,26.0,0.72,0.6740784480200053,1.3,1.0,1.4276519015499707,0.39977886430075266
14,Anka Chida,2024-12-31,59.0,0.8,0.6740387290056062,2.8600000000000003,1.0,1.1568784165246297,0.1894731540978452
14,Anka Chida,2025-01-01,21.0,0.92,0.6740438708551115,1.55,1.0,0.7285863102241646,-0.2729013872149514
14,Anka Chida,2025-01-02,11.0,1.05,0.6741247218126165,1.0,1.0,0.9753708251658694,0.018810249731525102
14,Anka Chida,2025-01-03,34.0,1.45,0.6743020045077663,1.0,1.0,1.1092621387925454,0.14744285098104087
14,Anka Chida,2025-01-04,38.0,1.7,0.6745756664797593,1.0,1.0,1.1565216652391062,0.18916473248831567
14,Anka Chida,2025-01-05,27.0,1.1,0.6749456267476148,1.0,1.0,1.195537512708681,0.22234368220380638
14,Anka Chida,2025-01-06,8.0,0.72,0.6754117758341378,1.0,1.0,0.9808908696267044,0.024453726906489143
14,Anka Chida,2025-01-07,19.0,0.8,0.6759739757983138,1.0,1.0,1.3481226401100825,0.34246078418271164
14,Anka Chida,2025-01-08,13.0,0.92,0.6766320602761284,1.0,1.0,0.8676557691309286,-0.09821242580160683
14,Anka Chida,2025-01-09,26.0,1.05,0.6773858345297974,1.0,1.0,0.8806024513615658,-0.08340120540340741
14,Anka Chida,2025-01-10,41.0,1.45,0.6782350755053917,1.0,1.0,1.3620760195754076,0.35275781735678424
14,Anka Chida,2025-01-11,39.0,1.7,0.6791795318988438,1.0,1.0,0.991422193423458,0.03513298881715161
14,Anka Chida,2025-01-12,14.0,1.1,0.6802189242303122,1.0,1.0,0.6826158998765687,-0.33807515315046294
14,Anka Chida,2025-01-13,18.0,0.72,0.6813529449268836,1.0,1.0,0.9951364066455756,0.03887233740711029
14,Anka Chida,2025-01-14,20.0,0.8,0.6825812584135891,1.0,1.0,1.3478391543083144,0.34225048016178666
14,Anka Chida,2025-01-15,18.0,0.92,0.6839035012127067,1.0,1.0,1.1028890145794745,0.1416809103147028
14,Anka Chida,2025-01-16,21.0,1.05,0.685319282051319,1.0,1.0,0.9333115473339726,-0.025268417380743216
14,Anka Chida,2025-01-17,38.0,1.45,0.6868281819770985,1.0,1.0,1.2435373067644546,0.26170778175104337
14,Anka Chida,2025-01-18,36.0,1.7,0.6884297544822807,1.0,1.0,1.1661425450055412,0.19744912826823463
14,Anka Chida,2025-01-19,16.0,1.1,0.6901235256357949,1.0,1.0,0.6384689243341084,-0.40493447797093773
14,Anka Chida,2025-01-20,16.0,0.72,0.6919089942235067,1.0,1.0,1.208009151447198,0.232721471706063
14,Anka Chida,2025-01-21,13.0,0.8,0.6937856318965354,1.0,1.0,0.9189792221322429,-0.040743969575328685
14,Anka Chida,2025-01-22,15.0,0.92,0.6957528833276012,1.0,1.0,0.9856351329826413,0.02927875597182277
14,Anka Chida,2025-01-23,26.0,1.05,0.6978101663753559,1.0,1.0,1.1059885653634713,0.144487360836472
14,Anka Chida,2025-01-24,62.0,1.45,0.6999568722566472,1.0,1.0,1.6723745826144119,0.5579923187558745
14,Anka Chida,2025-01-25,74.0,1.7,0.7021923657266673,1.0,2.2804978813094046,0.8846971419424733,-0.07876210851583336
14,Anka Chida,2025-01-26,27.0,1.1,0.7045159852669329,1.0,1.0,0.9571953350273936,0.0
14,Anka Chida,2025-01-27,0.0,0.72,0.7069270432810388,1.0,1.0,1.271337448589419,0.2838172519864298
14,Anka Chida,2025-01-28,15.0,0.8,0.7094248262981284,1.0,1.0,0.6229175946541101,-0.42959324424581874
14,Anka Chida,2025-01-29,17.0,0.92,0.7120085951840214,1.0,1.0,0.9091260705002515,-0.051523706481192824
14,Anka Chida,2025-01-30,30.0,1.05,0.7146775853599355,1.0,1.0,1.0993120795399824,0.13843239845571909
14,Anka Chida,2025-01-31,43.0,1.45,0.717431007028738,1.0,1.0,1.5025259695119257,0.4508954679996169
14,Anka Chida,2025-02-01,35.0,1.7,0.7202680454086584,1.0,1.0,0.9298661095965427,-0.028966874854196002
14,Anka Chida,2025-02-02,13.0,1.1,0.7231878609743969,1.0,1.0,0.8281269231363142,-0.14484105101162065
14,Anka Chida,2025-02-03,9.0,0.72,0.7261895897055521,1.0,1.0,0.7470894556513655,-0.2478225512836716
14,Anka Chida,2025-02-04,14.0,0.8,0.7292723433422995,1.0,1.0,0.8754574232274577,-0.08926096329722202
14,Anka Chida,2025-02-05,16.0,0.92,0.732435209648241,1.0,1.0,0.8962089713474118,-0.06583386972933475
14,Anka Chida,2025-02-06,24.0,1.05,0.7356772526803511,1.0,1.0,1.0501124575969132,0.09264505742843479
14,Anka Chida,2025-02-07,32.0,1.45,0.7389975130659372,1.0,1.0,1.1091345649759856,0.14732783655058862
14,Anka Chida,2025-02-08,25.0,1.7,0.7423950082865332,1.0,1.0,0.9708921849689295,0.014207944617706747
14,Anka Chida,2025-02-09,13.0,1.1,0.7458687329686431,1.0,1.0,0.593086521900419,-0.47866718870975966
14,Anka Chida,2025-02-10,12.0,0.72,0.7494176591812466,1.15,1.0,0.783971060708993,-0.19963537515317292
14,Anka Chida,2025-02-11,21.0,0.8,0.7530407367399805,1.15,1.0,0.8276904219086372,-0.145368284572852
14,Anka Chida,2025-02-12,31.0,0.92,0.7567368935179054,1.15,1.0,1.6331655567318408,0.5342679873249248
14,Anka Chida,2025-02-13,25.0,1.05,0.7605050357627655,1.15,1.0,1.0120131665387104,0.05568937771519717
14,Anka Chida,2025-02-14,32.0,1.45,0.764344048420647,1.15,1.0,0.9612261785525895,0.004202256311627907
14,Anka Chida,2025-02-15,38.0,1.7,0.7682527954659403,1.15,1.0,1.1246137256556885,0.16118741824465946
14,Anka Chida,2025-02-16,47.0,1.1,0.7722301202375094,1.15,1.0,1.2242520831197228,0.2460779096673147
14,Anka Chida,2025-02-17,19.0,0.72,0.7762748457809651,1.15,1.0,0.9914199649605936,0.03513074107105135
14,Anka Chida,2025-02-18,31.0,0.8,0.7803857751969459,1.15,1.0,1.4957936251573425,0.446404715458937
14,Anka Chida,2025-02-19,23.0,0.92,0.7845616919952989,1.15,1.0,1.0393950873806035,0.08238669370258199
14,Anka Chida,2025-02-20,28.0,1.05,0.7888013604550597,1.15,1.0,1.0377146661010357,0.08076865532654563
14,Anka Chida,2025-02-21,27.0,1.45,0.7931035259901213,1.15,1.0,0.8936563092837749,-0.06868622272142574
14,Anka Chida,2025-02-22,40.0,1.7,0.7974669155204864,1.15,1.0,0.8724520547307357,-0.09269978149264729
14,Anka Chida,2025-02-23,29.0,1.1,0.8018902378489932,1.15,1.0,1.5149551144856899,0.4591336076410599
14,Anka Chida,2025-02-24,21.0,0.72,0.8063721840433999,1.15,1.0,1.0734713234353706,0.11464542135247441
14,Anka Chida,2025-02-25,26.0,0.8,0.8109114278237203,1.15,1.0,1.1341023685599265,0.1695892698507927
14,Anka Chida,2025-02-26,12.0,0.92,0.8155066259546903,1.0,1.0,0.8560311438527363,-0.11170072397589485
14,Anka Chida,2025-02-27,20.0,1.05,0.8201564186432531,1.0,1.0,0.8587346624268346,-0.10854749943147188
14,Anka Chida,2025-02-28,44.0,1.45,0.8248594299409444,1.0,1.0,1.372939085826921,0.3607015565736746
14,Anka Chida,2025-03-01,19.0,1.7,0.8296142681510571,1.0,1.0,0.5677004923793713,-0.5224135049618366
14,Anka Chida,2025-03-02,14.0,1.1,0.8344195262404667,1.0,1.0,0.7097550409656912,-0.299087584680925
14,Anka Chida,2025-03-03,22.0,0.72,0.8392737822559952,1.0,1.0,1.2267749759510493,0.24813655174798271
14,Anka Chida,2025-03-04,25.0,0.8,0.8441755997451907,1.0,1.0,1.3034089432681981,0.30873089290505135
14,Anka Chida,2025-03-05,20.0,0.92,0.8491235281813949,1.0,1.0,1.0593446055147124,0.10139821673633354
14,Anka Chida,2025-03-06,24.0,1.05,0.8541161033929793,1.0,1.0,0.9571953350273936,0.0
14,Anka Chida,2025-03-07,58.0,1.45,0.8591518479966159,1.0,1.0,1.3964445990113505,0.3776772308239474
14,Anka Chida,2025-03-08,27.0,1.7,0.8642292718344592,1.0,1.0,0.5791815645587101,-0.5023914710422495
14,Anka Chida,2025-03-09,41.0,1.1,0.8693468724151077,1.0,1.0,1.3727504292154062,0.3605641363659066
14,Anka Chida,2025-03-10,12.0,0.72,0.8745031353582152,1.0,1.0,0.7045460845084557,-0.3064537387716682
14,Anka Chida,2025-03-11,10.0,0.8,0.8796965348426207,1.0,1.0,0.494503683282573,-0.6604528829276668
14,Anka Chida,2025-03-12,18.0,0.92,0.8849255340578627,1.0,1.0,0.969832814940484,0.013116218449688227
14,Anka Chida,2025-03-13,33.0,1.05,0.8901885856589473,1.0,1.0,1.3840592074301301,0.36876843273632004
14,Anka Chida,2025-03-14,38.0,1.45,0.8954841322242312,1.0,1.0,1.1832536682469987,0.2120157864655886
14,Anka Chida,2025-03-15,53.0,1.7,0.9008106067162884,1.0,1.0,1.0552942995246433,0.09756748144299844
14,Anka Chida,2025-03-16,33.0,1.1,0.9061664329456223,1.0,1.0,1.1557556658999042,0.1885021827526872
14,Anka Chida,2025-03-17,9.0,0.72,0.9115500260370843,1.0,1.0,0.7197044809590621,-0.2851667978184669
14,Anka Chida,2025-03-18,17.0,0.8,0.9169597928988654,1.0,1.0,0.8020985892345208,-0.17677595292988663
14,Anka Chida,2025-03-19,29.0,0.92,0.9223941326939161,1.0,1.0,1.2170822527391436,0.24020419471657448
14,Anka Chida,2025-03-20,20.0,1.05,0.9278514373136612,1.0,1.0,0.8939018788083516,-0.06841146855928723
14,Anka Chida,2025-03-21,42.0,1.45,0.9333300918538637,1.0,1.0,0.9373040986430513,-0.02099970789965573
14,Anka Chida,2025-03-22,42.0,1.7,0.9388284750925024,1.0,1.0,0.9392811459541885,-0.018892638105417116
14,Anka Chida,2025-03-23,29.0,1.1,0.9443449599695164,1.0,1.0,0.9649327289726305,0.008050905538551808
14,Anka Chida,2025-03-24,17.0,0.72,0.9498779140682789,1.0,1.0,0.8046662565943863,-0.1735798790896685
14,Anka Chida,2025-03-25,29.0,0.8,0.9554257000986556,1.0,1.0,1.3237251115672757,0.3241976128175048
14,Anka Chida,2025-03-26,27.0,0.92,0.9609866763815045,1.0,1.0,1.0453684607418148,0.0881172138022324
14,Anka Chida,2025-03-27,32.0,1.05,0.9665591973344762,1.0,1.0,0.897993995087982,-0.06384410116591266
14,Anka Chida,2025-03-28,42.0,1.45,0.9721416139589673,1.0,1.0,1.1232439035880963,0.15996863799867309
14,Anka Chida,2025-03-29,51.0,1.7,0.9777322743280862,1.0,1.0,0.8072295771141401,-0.17039937247510092
14,Anka Chida,2025-03-30,17.0,1.1,0.9833295240754849,1.0,1.0,0.7163180636931212,-0.28988319110343547
14,Anka Chida,2025-03-31,18.0,0.72,0.9889317068849117,1.0,1.0,0.9409576930143582,-0.017109303488827964
14,Anka Chida,2025-04-01,12.0,0.8,0.9945371649803431,1.0,1.0,0.7026771656920275,-0.309109919892861
14,Anka Chida,2025-04-02,13.0,0.92,1.0001442396165452,1.0,1.0,0.6741461558559844,-0.3505605466062291
14,Anka Chida,2025-04-03,24.0,1.05,1.0057512715699242,1.0,1.0,0.910921849742724,-0.04955037401534293
14,Anka Chida,2025-04-04,42.0,1.45,1.0113566016295166,1.0,1.0,0.8523698993054996,-0.1159868957352013
14,Anka Chida,2025-04-05,39.0,1.7,1.0169585710879767,1.0,1.0,0.9008460280095332,-0.06067312956787134
14,Anka Chida,2025-04-06,18.0,1.1,1.0225555222324147,1.0,1.0,1.0172683578776371,0.06086875083186889
14,Anka Chida,2025-04-07,12.0,0.72,1.0281457988349407,1.0,1.0,0.8824255442374629,-0.08133306634916784
14,Anka Chida,2025-04-08,12.0,0.8,1.0337277466427692,1.0,1.0,0.695556603064088,-0.3192950897018514
14,Anka Chida,2025-04-09,46.0,0.92,1.0392997138677387,1.0,1.0,1.386629894668704,0.3706240635064977
14,Anka Chida,2025-04-10,28.0,1.05,1.0448600516751032,1.0,1.0,0.9348359124112741,-0.023636463320943067
14,Anka Chida,2025-04-11,48.0,1.45,1.050407114671448,1.0,1.0,0.9772207517417946,0.020705092617570392
14,Anka Chida,2025-04-12,53.0,1.7,1.0559392613915892,1.0,1.0,1.1569724539664052,0.1895544362954375
14,Anka Chida,2025-04-13,37.0,1.1,1.0614548547843086,1.0,1.0,0.9339017586003856,-0.024636233276019825
14,Anka Chida,2025-04-14,13.0,0.72,1.0669522626967836,1.0,1.0,0.8092068256476069,-0.1679529421469485
14,Anka Chida,2025-04-15,36.0,0.8,1.0724298583575682,1.0,1.0,1.185455489739257,0.21387487677982087
14,Anka Chida,2025-04-16,26.0,0.92,1.0778860208579806,1.0,1.0,0.8387893961526879,-0.1320478252007723
14,Anka Chida,2025-04-17,23.0,1.05,1.0833191356317553,1.0,1.0,0.8443398783009863,-0.12545236951826122
14,Anka Chida,2025-04-18,59.0,1.45,1.0887275949328208,1.0,1.0,1.2335332423745515,0.2536304027797729
14,Anka Chida,2025-04-19,33.0,1.7,1.094109798311056,1.0,1.0,0.4320465945642794,-0.7954740422457633
14,Anka Chida,2025-04-20,44.0,1.1,1.0994641530858897,1.0,1.0,1.2345025732436081,0.2544159107637042
14,Anka Chida,2025-04-21,31.0,0.72,1.104789074817601,1.0,1.0,1.485997438717069,0.43983401920592347
14,Anka Chida,2025-04-22,30.0,0.8,1.1100829877761798,1.0,1.0,1.1480944291688469,0.18185134640895947
14,Anka Chida,2025-04-23,48.0,0.92,1.1153443254076105,1.0,1.0,1.255864780236598,0.2715721997238737
14,Anka Chida,2025-04-24,38.0,1.05,1.1205715307974413,1.0,1.0,1.109871889600671,0.14799239041008744
14,Anka Chida,2025-04-25,42.0,1.45,1.1257630571314998,1.0,1.0,0.8248021260861194,-0.14886397206291582
14,Anka Chida,2025-04-26,34.0,1.7,1.1309173681536202,1.0,1.0,0.6441434088118901,-0.39608609665696926
14,Anka Chida,2025-04-27,39.0,1.1,1.136032938620246,1.0,1.0,0.8616471793860832,-0.10516160024216237
14,Anka Chida,2025-04-28,30.0,0.72,1.1411082547517744,1.0,1.0,1.2038711870516379,0.22929015018523158
14,Anka Chida,2025-04-29,0.0,0.8,1.146141814680508,1.0,1.0,1.0239006371692838,0.06736728441565273
14,Anka Chida,2025-04-30,32.0,0.92,1.1511321288950824,1.0,1.0,0.99277164219692,0.036493187561137584
14,Anka Chida,2025-05-01,78.0,1.05,1.1560777206812343,1.3,1.0,1.4650777993764075,0.4256561429561899
14,Anka Chida,2025-05-02,36.0,1.45,1.1609771265587876,1.0,1.0,0.8400525157112115,-0.1305430738743547
14,Anka Chida,2025-05-03,32.0,1.7,1.1658288967147195,1.0,1.0,0.6574409109077165,-0.3756525917897722
14,Anka Chida,2025-05-04,44.0,1.1,1.1706315954321829,1.0,1.0,1.331417938977807,0.32999229038483047
14,Anka Chida,2025-05-05,34.0,0.72,1.1753838015153595,1.0,1.0,1.3006139476541203,0.3065842169313875
14,Anka Chida,2025-05-06,58.0,0.8,1.1800841087100136,1.0,1.0,2.1396121011776974,0.804372347992871
14,Anka Chida,2025-05-07,48.0,0.92,1.1847311261196256,1.0,1.0,1.2908169390176782,0.29902310051361186
